from	from	from
:	:	:
jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com
(	(	(
jim	jim	jim
mann	mann	mann
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
rickey	rickey	rickey
henderson	henderson	henderson

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
transfer	transfer	transfer
.	.	.
1psbdn	1psbdn	1psbdn
$	$	$
lru	lru	lru

reply	repli	reply
-	-	-
to	to	to
:	:	:
jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com	jmann@vineland.pubs.stratus.com

distribution	distribut	distribution
:	:	:
usa	usa	usa

organization	organ	organization
:	:	:
stratus	stratus	stratus
computer	comput	computer
inc	inc	inc
,	,	,
marlboro	marlboro	marlboro
ma	ma	ma

lines	line	line
:	:	:
57	57	57

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
gondolin	gondolin	gondolin
.	.	.
pubs	pub	pub
.	.	.
stratus	stratus	stratus
.	.	.
com	com	com

in	in	in
article	articl	article
<	<	<
1993apr6.155118.5779@ra.msstate.edu	1993apr6.155118.5779@ra.msstate.edu	1993apr6.155118.5779@ra.msstate.edu
>	>	>
js1@isis.msstate.edu	js1@isis.msstate.edu	js1@isis.msstate.edu

(	(	(
jiann	jiann	jiann
-	-	-
ming	ming	ming
su	su	su
)	)	)
writes	write	writes
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
ls1d6vinns65@appserv.eng.sun.com	ls1d6vinns65@appserv.eng.sun.com	ls1d6vinns65@appserv.eng.sun.com
>	>	>
str@maredsous.eng.sun.com	str@maredsous.eng.sun.com	str@maredsous.eng.sun.com
(	(	(
todd	todd	todd
rader	rader	rader
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
stay	stay	stay
in	in	in
school	school	school
.	.	.

you	you	you
have	have	have
a	a	a
lot	lot	lot
to	to	to
learn	learn	learn
.	.	.

>	>	>

>	>	>
learn	learn	learn
what	what	what
?	?	?

i	i	i
know	know	know
that	that	that
3	3	3
million	million	million
dollars	dollar	dollar
is	is	is
a	a	a
lot	lot	lot
of	of	of
money	money	money
.	.	.

i	i	i
know	know	know

>	>	>
rickey	rickey	rickey
henderson	henderson	henderson
doesn	doesn	doesn
'	'	'
t	t	t
have	have	have
a	a	a
career	career	career
out	out	out
of	of	of
baseball	basebal	baseball
.	.	.

i	i	i
know	know	know
if	if	if
he	he	he

>	>	>
didn	didn	didn
'	'	'
t	t	t
have	have	have
baseball	basebal	baseball
,	,	,
he	he	he
wouldn	wouldn	wouldn
'	'	'
t	t	t
be	be	be
making	make	making
near	near	near
the	the	the
money	money	money
he	he	he
is	is	is
now	now	now
.	.	.

>	>	>

and	and	and
michael	michael	michael
jackson	jackson	jackson
,	,	,
jack	jack	jack
nicholson	nicholson	nicholson
,	,	,
and	and	and
bill	bill	bill
cosby	cosbi	cosby
wouldn	wouldn	wouldn
'	'	'
t	t	t
be	be	be
making	make	making
near	near	near
as	as	a
much	much	much
money	money	money
if	if	if
they	they	they
weren	weren	weren
'	'	'
t	t	t
entertainers	entertain	entertainer
.	.	.

so	so	so
what	what	what
'	'	'
s	s	s
your	your	your
point	point	point
?	?	?

>	>	>
i	i	i
just	just	just
don	don	don
'	'	'
t	t	t
understand	understand	understand
how	how	how
some	some	some
athlete	athlet	athlete
,	,	,
who	who	who
only	onli	only
plays	play	play
a	a	a
sport	sport	sport
for	for	for
a	a	a

>	>	>
living	live	living
for	for	for
millions	million	million
of	of	of
dollars	dollar	dollar
,	,	,
say	say	say
he	he	he
is	is	is
not	not	not
being	be	being
paid	paid	paid
enough	enough	enough
.	.	.

>	>	>

>	>	>
if	if	if
nobody	nobodi	nobody
will	will	will
sign	sign	sign
him	him	him
for	for	for
his	his	his
asking	ask	asking
price	price	price
,	,	,
he	he	he
will	will	will
be	be	be
the	the	the
one	one	one
hurting	hurt	hurting
.	.	.

>	>	>
the	the	the
a	a	a
'	'	'
s	s	s
will	will	will
still	still	still
win	win	win
without	without	without
him	him	him
.	.	.

will	will	will
they	they	they
?	?	?

you	you	you
can	can	can
'	'	'
t	t	t
usually	usual	usually
take	take	take
away	away	away
one	one	one
of	of	of
the	the	the
team	team	team
'	'	'
s	s	s
best	best	best
players	player	player
and	and	and
still	still	still
expect	expect	expect
them	them	them
to	to	to
win	win	win
.	.	.

or	or	or
do	do	do
you	you	you
think	think	think
the	the	the
pirates	pirat	pirate
will	will	will
continue	continu	continue
to	to	to
win	win	win
without	without	without
barry	barri	barry
bonds	bond	bond
.	.	.

>	>	>

>	>	>
remeber	remeb	remeber
,	,	,
many	mani	many
of	of	of
these	these	these
athletes	athlet	athlete
have	have	have
nothing	noth	nothing
if	if	if
not	not	not
for	for	for
their	their	their
athletic	athlet	athletic

>	>	>
ability	abil	ability
.	.	.

nothing	noth	nothing
.	.	.

they	they	they
are	are	are
getting	get	getting
paid	paid	paid
much	much	much
more	more	more
than	than	than
most	most	most
hard	hard	hard
working	work	working

>	>	>
citizens	citizen	citizen
,	,	,
and	and	and
they	they	they
are	are	are
complaining	complain	complaining
of	of	of
not	not	not
enough	enough	enough
pay	pay	pay
.	.	.

so	so	so
.	.	.
again	again	again
,	,	,
jack	jack	jack
nicholson	nicholson	nicholson
gets	get	get
